A(410),B(435),C(460),D(485),E(510),F(535),G(560),H(585),R(610),I(645),S(680),J(705),U(760),V(810),W(860),K(900),L(940),T(730)
1748.3568955803587,962.9001444002112,2093.503109614818,681.419786133337,1020.0013881131371,1222.026620638823,367.412604004863,377.9441032832625,1064.62495576501,218.5787804361603,289.94984120063964,55.31276117699069,71.34783779305529,175.71116013563534,229.62432555806333,72.61813698931034,41.30274779473078,78.80411822671807
1265.6898578866985,832.9160227024068,2007.9004474395904,644.472296588361,1038.075424330684,1201.165072666257,420.51922550281006,434.97073972583246,1172.3477651374662,206.86264428402234,236.89409871663216,63.004217730943914,70.18968582905985,161.05746735145436,203.8021211921915,81.85418415846794,43.66534201043728,79.77858733209564
2528.099914825957,1597.739859210891,2810.883017255003,1013.1612895492024,1127.9209263710695,1576.6555530255077,489.06615515082103,499.1607654215936,1339.2117202579593,274.4307442641483,361.4308072805536,78.2053827194329,77.07029050578036,228.9833875424308,314.9107034746589,98.90963261867793,55.174407384338465,84.06106621270533
2120.2760674757355,1135.9346197800608,2797.2909560703524,864.9928818673241,1045.6732321556747,2028.0929639881829,417.39254394632377,421.4505590177558,1446.6188722770237,228.58900930762198,334.3552732056228,70.43036617476285,75.82648583517357,241.80161382181052,295.82106500930627,94.47663124056369,48.480872615366145,86.68155520527914
1894.8411563310997,1137.5783231431549,2648.1780886473293,882.249128343226,1052.6697196481543,1930.4772359818203,396.3773715536349,408.7806170004297,1209.5747042925068,209.0892969552193,264.89798378853084,65.11992372797165,67.14909327756955,207.90733857009397,240.43239817591612,87.70506616966567,47.446722710186826,74.69146128778362
1026.0852995511154,630.5094796590024,2085.5855885015985,495.1901403810961,831.299704586603,1121.244908274346,335.2461823337811,349.66469761304586,953.8948916544203,172.66824264095743,233.19495332817888,50.70712229912926,59.07323910650039,165.4143525987702,224.22352907107725,83.32808880792592,36.57115650854945,69.60161196332821
1727.6888583360349,900.2922582974151,2104.918583931746,686.6510941121945,997.2380422808315,1260.3072452511585,368.51202533150433,392.49069129642976,875.1740088033055,221.35341980429212,261.2655992157043,52.250772656931005,59.64179806900374,159.8673101778207,214.63808952461278,75.7277667860244,41.23029786956848,84.58605985493286
2364.063129450173,789.674596145727,2218.5271563807564,198.85401515940146,785.8078989193656,1116.0774606081338,279.01747102505414,284.64246364174136,707.961969909757,152.26680359036231,156.09621698266724,42.12098043124152,42.76410494448535,127.52757930152919,124.09987148649887,75.79912668244246,33.17204910732809,53.863773359363364
2283.546152809602,1095.7082012577814,2417.5691865451813,684.347991095218,1000.7949487936078,1218.010678816088,389.0195487484557,395.93944071482514,1017.2192760045372,233.17066148588722,248.46307980674428,57.98900808713803,58.84944076449251,164.76266006281097,222.77473514794403,85.5466082996019,42.41110672740971,71.88880034079129
2380.777071451292,980.9286964792259,2465.1204901716487,616.2311800076743,887.1906053696279,1237.6117039742942,368.95953668364194,381.83152283607404,850.2054112607423,201.06828081806395,222.74596117947195,54.94093006747989,59.79183440015214,162.39046046656873,210.8419900972862,85.110621711789,39.81359424638693,66.75096333546215
1434.6979622651836,880.2062487359702,1985.9444639493788,654.695011828668,1058.4803751993404,1305.9510200471705,346.8022208124914,344.09332705239046,1006.8914231762398,186.5725452689329,273.0183406677028,51.574907599250565,71.7435113119092,159.6353867616057,224.77926794468343,69.75557851637717,37.45435735736286,87.6215083910172
1990.2483599439065,701.3662013414098,1931.6604452267209,501.442959520731,644.711469107513,962.241903330277,283.2281770919247,305.3352651493971,660.9997427390781,170.37936417956615,148.18813204910995,45.08649183422259,41.914348629807996,123.01629276002049,163.61213987796825,75.63191585069573,35.14604302977949,55.318330543372824
3186.58420492956,1304.921558823815,2946.85571583596,956.0950467255717,1104.1146286382912,2032.9649435656968,501.89937954763803,506.5115302970637,1464.894499831709,273.78065893561063,338.81975029112755,75.18056652850134,73.93589245162906,261.5202440497052,304.8630013424292,108.09152070288528,55.547857548881815,88.320952735575
2624.1844638731427,1174.042146306605,3438.3211309146604,884.3360488460299,1194.162502580111,1894.7371035125775,433.9331514685073,443.4116441668152,1384.0250058840106,228.6985250101931,319.60858321231785,65.74402953057948,70.72648595853065,241.73467233782907,293.4118872429972,118.20505357421594,52.5974723151065,88.10487320489267
1901.2977214734283,1050.7941806220997,2312.791631719825,668.9323095589609,1054.513998732165,1246.0018935079677,380.4856460021268,365.21615686152643,1042.5990164228363,179.11479600399272,284.3726684927967,59.5219854613632,66.66540055126289,165.19439221536192,226.48645230027628,73.70592166341741,39.54999093583206,76.55944208887719
2209.4751304008164,1197.8805422951448,2785.7065686082888,924.2663491232486,1076.6131025638567,1888.096906898495,475.1033014679025,487.3440845254277,1185.930131476144,249.83560413320134,308.158732608802,73.64416944158428,62.892317660450665,242.03797223216418,301.36647526703626,101.72627941780443,53.25118603433683,78.15511761924816
2186.6170858420237,900.5316034811672,2790.370605470836,772.995162811809,979.2163173141502,1882.6038497271277,429.6456199261614,431.91876515587273,1341.902959308037,216.8411434252764,288.09586686486847,64.17365983614968,66.81235326402982,233.72956330707572,272.1753835387573,101.32208314995566,46.684477496855685,77.6416686092645
667.5997706849442,463.94386695458184,957.2673619619777,478.4619170076926,685.3347344758917,730.2138063641895,396.87808467024513,402.05540743023624,1257.1852518875032,180.50803176823433,197.822918666369,69.70682046896718,49.1758366244922,144.07793814955207,171.118190996098,53.91798670795959,35.16344837459543,63.278134903386956
1241.3804792410874,816.632620246501,2000.3980739977508,632.4259991383743,1048.5563111109536,1229.825457444199,418.5012235314846,433.1685551011745,1185.3040194894393,229.31896744285288,234.47509172869584,62.72943168248284,57.171039440320385,161.63877848346593,206.44483975633892,82.26987190516326,43.8744419027961,79.43071218606008
2069.2618429253025,1062.611081761618,2337.237954447917,726.7477624359636,1142.7617315960322,1297.5497056115414,356.0226493028526,380.35561820779645,1175.0436267433759,214.13248558852536,248.42775928990537,52.432097096438206,65.14142935433851,170.89832344010455,204.30685499734582,80.49141182535747,39.09278834296216,80.12783633950592
2603.8333464750945,1591.2718009017537,2761.2794993336133,996.5970778175839,1119.3143800815626,1554.9588174361863,489.4018033099992,494.38815696462797,1336.3170296230667,260.0959366343524,350.7429611021847,78.27868137885054,72.32225542418529,230.2991013306948,313.87711159869093,98.28366432701188,54.536312123104416,80.42670321539364
1855.816181440414,944.9833052525612,2169.139653791559,688.5090998928641,1032.931007494741,1257.243119455021,405.925189709519,418.7085690890078,1200.3932391496867,213.7719260155609,300.9554002146206,64.01631738626216,67.80913671159948,175.08768650862632,224.4584330235622,73.77506863093576,40.94871389620823,84.31077259681783
2363.9637417044555,1104.9628826999806,2261.055239664801,801.4747352925402,990.099499045376,1533.5583172826728,411.4726116956369,410.5362429842419,1401.5516084094368,62.93722537041165,80.54583092034176,344.0964689944927,62.53315053595887,242.98511159301728,286.3324117905565,81.14019811050896,46.435835985083365,203.7266320010129
1842.9536518187251,1090.2801929256173,2168.690581398027,770.7472322506056,886.5286787465636,1198.9531607059719,420.65060284098143,428.0237696016899,1458.7924903152423,221.63030499136633,340.18646193669116,71.48427507591686,79.16285224060951,222.21177369281062,321.1128724874224,88.38934766166624,49.398520117736446,82.21528303405475
1699.6438148711939,795.1066055414311,2729.5760571458677,611.7693436892562,913.3752575172628,1410.8173513874283,369.14774314427035,378.2173404060606,1027.1326253428301,194.8806292932238,244.45694052974628,52.83070713658984,53.09899912034727,173.42412401958677,200.40827096949587,88.87248500273643,37.70490688206329,70.91429088263467
2099.5825139400054,902.5455094389891,2776.1859347934437,764.2148832779604,982.672088821126,1850.8489095779755,423.10670104244076,430.5469724591738,1347.8022868786363,225.79034752642275,282.79892723131957,65.59692702551757,65.72463518929658,233.2925568603368,270.19967965218837,102.42375842928303,46.75008318735537,76.5403282342407
3256.7818797699892,1294.4049618579015,2928.562665961673,946.3196600160243,1111.5937166933643,2044.631478909603,501.27707658714894,511.6920050511343,1503.7274379040139,259.32799053553384,345.005241785395,77.78419551141842,75.98365632538082,260.40913335385085,306.4590243944973,109.38667525083102,56.20294796133444,86.3969253454771
2464.323844463038,1207.3035746498679,2479.7608679847763,844.7191975366575,925.8702947540382,1769.0312019553776,425.525167338338,436.44833825184764,1371.680224797581,239.20145045971472,296.68800579098513,73.14110314444714,67.94612162456463,237.51718953434803,289.05951637359226,95.6984619580467,50.63331018418739,80.97343875988119
1832.1881704514933,1090.4749531913817,2210.091414475972,777.2473241178856,873.7778357946038,1184.7793151330918,421.6729216470677,432.4573321944442,1424.0649095399285,234.9415094035447,337.1663785202942,71.53126500897028,76.54395582355353,221.73458329940857,320.60306751080196,87.74623029846825,49.18073197883628,86.19833825608957
2002.3613506690122,717.1659721470425,1936.5277258714484,488.1766565146793,648.3300095021756,1000.230530434539,275.0198216559332,294.1165751813657,641.9807344404028,167.46310121841333,146.55441249170758,47.426390561438225,45.9832512333509,121.55197607560326,160.2569372318247,74.44798120227811,35.36469619239699,53.62539489562074
2401.4035693007495,770.3340108345805,2217.6972328029747,209.1439888972764,785.6232259652545,1129.5857012429146,281.67593719892756,285.1196504930007,698.057018391042,144.47417892744136,151.00357315716994,43.2462909901626,40.581809354533824,134.08564998745064,122.69659954405262,73.73640764956899,32.84768381286874,53.58715312413853
1286.3111533626313,823.4396967455478,2024.839093114418,643.1317340955095,1030.3944767785474,1204.82521529277,417.08221268034157,430.8366302775256,1184.8901489291693,234.7611953759469,235.978322317325,60.613767470782136,63.14748827513649,160.78080254180082,197.21232311436933,83.29697127982698,44.272395175877996,80.07781967939965
1913.2343251248328,974.9685982457086,2246.003447179464,683.2612679159565,1051.4723914782567,1241.679706053585,393.13095007858107,402.96970507497906,1151.6033170959959,217.19776242776277,291.02774868018423,61.15450274418034,72.8327667714074,180.97965156465435,234.05625184277054,78.65975969670122,40.05970235825217,81.22635855248498
1584.0876621933196,905.3073478311486,1986.3509517446646,681.7272320447349,948.6286514555607,1397.4810231359922,405.0271980893159,407.52002742150995,1103.8043305013607,2192.508091847014,287.67479484519424,58.85977173944067,715.4584680804692,174.29144148911894,213.18198935438144,62.51713757576464,41.17524280905896,89.22035559763017
1312.4331109049606,816.1659360089976,2003.7540362548596,641.4186777579407,1039.4129745686037,1216.2351813275059,415.6974616983368,427.518691506829,1163.638930383759,239.22335813300117,228.00790510666735,63.50088688615518,55.86245803362803,163.35028517047428,197.08474086286603,83.69632851065302,43.4109991261685,79.77593522367798
3234.7123194306864,1316.2791957668605,2832.154372059026,937.5034515442854,1094.4760121628303,2039.3607805098684,500.7503946811644,505.8651815338121,1497.3513458382145,261.96277011280523,357.15176580693037,78.47125994215477,77.41114114236863,258.18708427307047,309.3721318813942,103.19369698666864,55.00184471487713,86.86776384517026
1978.1311069556584,993.3178538725577,2037.4683629795359,712.5525260798713,827.5145807994688,1360.122636705366,322.52083195185105,315.7344446818639,1316.5947125892649,153.872533078906,330.12503164822874,51.54005317769093,72.82501379249155,234.37387597300886,304.3127813931597,59.74924846612773,37.03177718734539,82.16371750648511
2349.7204632066823,817.5030688857462,2032.5180812703513,700.3311148619554,848.0013580680412,1712.0850220942507,374.33553984673455,374.47024886013486,1341.6070775100218,175.83118184272914,310.361589939546,65.46345477175404,66.61693678476664,243.3972524398271,278.6353787525874,83.28519368322551,44.64643539063759,76.67366142864194
3227.9145758789277,1307.6497877347354,2874.3661818408186,944.8416589620481,1081.5476382271138,2020.6843838623483,498.6547373350943,499.49890026791184,1488.6529840018309,261.12194441352955,357.2999173355256,78.96278347961486,79.37811517803202,258.7873388891201,310.1881262699672,103.15294432782314,54.42944660225885,85.908930169439
1819.4481006361978,860.7224718700171,2728.3773706400953,656.682303560899,900.8843169794833,1375.2953041696142,372.9427485136836,386.2774979483093,1001.5782376160042,208.53994748194077,258.12017910360095,54.011709178616655,57.08782204478727,183.4283630262654,223.48310709563447,85.80630395028514,38.22720477151162,68.82573356306551
2266.490061727309,1110.6481244804563,2453.235041298908,665.8325251953647,998.6593723865225,1218.0010041133028,391.45092428649406,399.32500509807556,1029.8158824567502,192.91007264480143,245.7282462437238,60.12103170788681,58.145489417065015,163.51666783612671,222.7873743418318,85.52096669138454,43.10790283535215,76.07225106137247
3239.946246210384,1299.943978032299,2824.27340235733,934.9425305589594,1098.4187592755773,2051.4291984130205,499.5850233232066,504.62164753734385,1484.2950144544864,243.53590297417162,350.2084973995659,76.61511833742983,76.63043733536979,256.1589291688822,309.09019470954865,103.22849336574909,54.74268956282723,84.39369994083161
2547.903670029652,1599.1212315600385,2760.45788087823,999.7540844963082,1132.1147613401927,1551.0896368908338,486.2066061950893,494.52350761089303,1315.207836240359,255.49776457580523,356.0356878191786,77.89416629025229,77.49333099542461,230.13944575044528,310.55059103207486,98.73963160222618,54.64277930341012,84.26649399190482
