pH,EC  (dS/m),OC (%),P   (kg/ha),K (kg/ha),Ca (meq/100g),Mg (meq/100g),S (ppm),Fe (ppm),Mn (ppm),Cu (ppm),Zn (ppm),B (ppm)
5.395909713902789,0.020191865819211563,0.8445548347292837,81.38208596319525,123.21962490281336,3.7635850125673675,2.521132954450963,5.973885981056188,14.613004496174163,45.98119529207973,1.1971689111402093,1.2565725258794271,0.9801577550010299
6.994776467308755,0.1448703825748579,0.39375908022061146,35.054373678740404,242.1451737876182,3.4209971034400266,3.8748678301459383,24.59376905511119,5.796188872964526,6.257239934018234,0.832555846196827,0.6210683576721046,0.8102123635335666
8.59997496961039,0.14635159647372142,0.34795814031129546,10.044116659082277,510.22263062774306,,25.586932541322387,13.96761498139325,4.673939179992577,3.542711888234711,1.2944206594259289,0.28352047152775456,0.7066195686438069
7.016869375082875,0.48807288007746097,0.7826999135929423,48.51228735778873,487.88256682408587,22.553270763026397,6.685185994518727,11.019492883986116,4.920691839979433,20.249520511170623,1.8797449594920705,0.45928593817524266,0.4214531584466579
8.825818397572775,0.13940737932687025,0.9761237661226735,67.1005948668366,175.50266430329273,25.03608563991272,4.867978366846088,6.795967529552467,4.226157673229935,5.083518125383508,0.9972528503852038,0.365954305484667,0.7154006519397695
6.589117019595075,0.09270574209304648,1.043142373299201,25.481282045742173,435.73385374366535,7.010251430571328,2.473294265534469,11.528149767718238,1.827631870211645,13.845036520827666,2.1257507264185698,0.7643372483219886,1.2090467345388196
7.129791262202321,0.1491887613851482,0.4320270539004792,36.312651566678895,237.36450005410398,2.319332647025676,3.672658045804034,23.970849849793098,3.2448901009479956,6.672416815440015,0.6736879179709129,0.6286378378534921,0.8346610319218836
8.541568941993408,1.1462191708651404,0.9657712460512453,4.480617195104751,769.9479260365863,25.426969953067807,16.941820955254833,31.30403650680922,6.946946899523619,3.812135272741048,2.8966193052981644,1.0168992001716388,0.7923118454331849
7.650837783067046,0.12852747883289267,0.5312381254319493,25.585167179091595,694.1468443805429,8.630591292006878,2.5372240333029246,57.165271907129835,0.8634673309179179,1.5357582526990743,1.1643127919926217,0.37837645823186966,1.0571914906372948
5.225462336704448,0.0654238831549231,1.350491859035798,9.431259833409946,62.94693326195711,2.016615499965323,1.9893918839046503,13.315950512322729,88.03526899638295,58.7605864916629,2.564889975682397,0.4360567953325932,0.8281494926543083
5.79856250337907,0.0685028758997593,1.1390508488741777,36.88986926215576,206.91343994087433,6.9465564307528975,2.3235849593518485,16.696010726984383,19.969851469643228,37.46428528678622,2.462649266217048,0.8037613288130327,1.175650442129257
4.788319408857061,0.07637328629767148,0.4699701119234572,8.864535559904352,73.44230954848983,1.228848883913011,1.3492172782488918,2.196683079283701,24.10551185134087,16.162587243130915,1.3890805140935198,0.7465327328527515,0.8079760754808157
4.699138847244057,0.07181684830198605,0.7245778150965322,55.77872638801231,93.76489907170011,3.8546693150611593,1.1699551624256592,8.688208121302566,19.10575317262527,18.67649911466841,0.4860611746683093,0.6672685915815297,0.05357728044886562
8.737979530174748,0.1282459526830251,0.5997085022885158,13.840919003423025,228.33458530774234,7.546089611774343,3.6788821097368762,19.33597213582322,1.0092435106700646,5.699086782867939,0.5114717521498309,0.8647592344515969,0.4638451516150863
6.746513922892675,0.07884354489954638,1.3027139029601387,2.982717742497243,330.3003854821819,17.912333940749775,2.9094755377110557,8.781551390362267,31.4798770668451,22.280294535961065,6.1946710618741765,0.3340954159627825,0.6589271945885872
7.901297215115105,0.09810929915303793,0.4109586818430595,25.118581214820107,550.3682027840417,13.073507748628856,6.2995167040512206,24.67634612255829,5.084674901938364,7.597590183597578,2.4912419633208787,2.3352853514465317,0.7560654314935374
7.863833643676932,0.44532860222069265,0.8541751153820349,56.53066391745562,395.59815355730603,8.417831568100198,3.074125203017929,4.087098385002582,3.692360961483622,13.697660021138208,1.2752889858340954,2.4275944847782167,0.3549460506914162
7.718574103652855,0.47613739551373563,0.8703899616407728,56.583345091991575,407.3442288964671,8.823127070927614,3.0962841790907674,4.759948239489514,4.125801344172893,14.461432218349303,1.0966778076281578,2.446320998047586,0.3691331148749879
6.111908577097187,0.25958322652546306,1.0114137640543028,21.795166226131002,433.7145334312925,10.46587965012476,2.143353663323995,11.380549003469067,55.738995878323834,52.493553728375126,0.345291166953884,0.9101262155336906,0.47249777901213036
7.815919220337432,0.4738087336254803,0.5871593638444661,22.299903856232127,336.64613126892027,20.82861915374803,11.153976465204344,15.606336909280891,0.6908960523082758,12.8326152228709,10.440093452041795,0.8212806493979387,0.206531505243148
5.6651566638240745,0.07391034585440456,1.14354345006772,36.569970131202844,216.7402072144772,7.204866633760642,2.705679714726552,16.150332597016728,20.037185538847467,36.982774733094374,2.3488093171118254,0.7788702383604441,1.1870936578857432
6.776120022283326,0.6366161675136655,0.199661907280612,27.390825242068473,315.5994955802684,5.233565706200616,2.5911624883654847,43.410664827521295,0.05115728681216858,29.30304207037758,2.123077263466674,0.6683334675032582,0.3125776680192131
8.803433963679703,0.22261212428080643,0.5464629529391972,55.93997746682648,431.58641454632334,28.85146162806363,3.240704642849588,24.3947414046103,6.951275045803724,13.28843173981049,0.6357731779611738,0.4679767582147999,0.21599759068804547
7.241603944657282,0.401168409023309,1.149765688132296,39.924554747436325,322.14189254908644,9.08753569580723,3.0152924643140646,13.093349283167242,5.3947663296379655,47.38943900649583,1.592340564154476,1.211224378209343,0.5170482024588442
6.610418861474654,0.2738431753321386,0.42365869160642855,55.60251029229849,214.54753887501872,3.358534808485226,3.0001646806206246,21.970986295347274,13.868244018804306,10.481891412272788,1.1740140175331937,1.4847577117106086,0.9086398567123501
5.697277347654666,0.11998852487774367,0.6942619054874045,23.23355102363327,202.39166935267673,6.539800816875276,1.3885922436696796,8.544624104807427,41.139849782919555,50.40958529005369,2.649380818853395,2.5949064129292285,0.9633749710688029
8.71945444447555,0.2174878964632172,0.5475089459353115,57.39746115309974,433.3345139166335,29.83216831391016,3.1629313410238686,24.29784111890618,4.81551291141436,11.818098212991984,0.861063757038631,0.4709850878875394,0.2389076461454928
8.351332394735353,0.20080003911493932,0.2830203072721825,76.16277591425481,294.72524902532103,5.2706785104805105,4.781707655350299,26.824743519371424,3.472227707979145,3.765666552517077,0.525647746945838,0.9192899480370239,0.5823775060268569
,,,,,,,,,,,,
,,,,,,,,,,,,
8.020686678731922,0.39003910438436185,0.9212217939617583,25.308750412445246,372.5586384067693,5.678333913234589,2.052750226820335,41.88638020328396,-2.3057744402479496,8.674967878535277,0.7771505510497125,0.7602024282984624,0.4391471697234124
,,,,,,,,,,,,
6.0136871130278635,0.15445949797755135,0.32878701811447836,81.29726886180988,360.14234234818394,5.704209834025936,0.30619506937146157,11.623224741951613,50.57837745504521,37.8111170416882,3.3457046775735306,6.75196001901119,1.1317339810501177
6.21925177807375,0.062148241516455344,0.2070135240572601,56.50738141958958,149.9833603775106,3.9506518273199873,1.8146895555950506,11.147222797564995,26.108864181260987,17.67972969319769,1.336983376195136,0.9972522604298435,0.7398494368127063
8.926219596769174,0.16636367467736204,0.41697271113758977,32.7545278346336,129.32364885035162,13.80237698152334,8.339035178019843,17.8503813327238,14.769921720651052,3.920301191792234,2.06832932458175,0.6932045757097715,0.7715658732091905
7.260740404773033,0.3986010653302224,1.1572192225961186,40.00710216320526,324.20462426249105,9.770006956074043,3.050886355446202,14.694655621802662,5.043923535204054,47.91799258877687,1.3977060869215812,1.1716523048439171,0.4886186720417572
5.37173486362797,0.07506765138821563,0.834918259299471,81.42501880967356,122.98192721021135,2.8764173134981217,2.560705365382245,4.11818468634209,14.677026916267883,44.29592461263101,1.236048810686917,1.1999057894082747,1.0189065809484892
8.513946379559908,0.1951923012492817,0.4974545241564462,6.528444283726645,763.3996940447897,54.31540381347356,4.98919613022012,15.547353495127979,6.326677889853728,1.969759367068853,2.5475917199419307,1.730915900679319,0.7962783259083586
8.06982593397196,0.4881978192123869,0.38927372090075396,60.86191659404532,400.0496037825717,6.76489230581541,5.319606770496174,21.22947051315272,20.78644816687926,27.44962290405939,0.4176365815591604,1.047707339580185,1.067296656679541
6.041700025524296,0.1560317873332845,0.32855847526504994,83.1658821528677,362.9917931383286,7.598244710217446,0.7690903612986528,13.00589259344193,49.63668860973506,37.14343568153808,3.291140942615573,6.819696859563174,1.109753432327361
6.8393501719513266,0.12383702914847264,0.6771465990810781,32.99773825746619,106.2953689486823,5.801916678404003,3.1631936569088843,27.091570962160038,12.150326456830731,21.447947293847758,2.605091837881908,1.7007883942116593,0.9674318009228843
8.23380825056431,0.2554283913702871,1.0315368459950802,21.92202620869483,154.90275441584947,6.511817162561587,5.879297964273566,30.36033001582993,9.552418700677862,8.173045505944659,1.4482230408639851,2.072290953253366,0.9974455340209909
5.11016938629039,0.03761746434398355,0.2528067245004197,36.65485519090183,88.45313533723149,3.0393815615604622,0.6674682255531641,25.32557409271397,-0.0035112880211252417,8.084497845454544,1.43995171493985,0.5603859321802573,0.38749595025210193
8.538092865582158,1.1607494797821791,0.9544267777472502,4.64483745952828,785.4741158146915,27.54577967554649,17.21824228677251,30.47973137867503,5.4484857275799525,3.7823619883430974,2.8831915937396926,0.9778275971853758,0.7798566996941304
8.577936441788824,0.0776021671448377,0.6688240151634274,39.1954525926252,220.5937923578243,6.40369369851795,5.402774425358943,33.80488026309657,13.946569473209243,4.386572416055147,1.602359029948761,0.4654580202041112,0.7855694404399526
8.840151768839533,0.2186210731902341,0.5469797408515666,57.37024767844221,434.8769375719409,30.656394119715273,2.95727875200415,24.531669280240916,2.9613974072631586,12.295828158342038,0.6452571252518036,0.4643096169906086,0.23336846611105488
8.527026686435606,1.1653692944532743,0.965173869359911,4.428729381697366,777.3549408049633,26.98823289210288,16.938448891366644,30.968378677371156,6.146682490630019,4.732708792882279,3.07180550707743,1.0223821272858988,0.7643434517597539
4.924091849979699,0.05577699610523331,0.7880829933709028,27.375330670022276,309.5670351198075,1.2211793130805706,1.4628082580425565,17.80480578361081,40.11925441059851,24.225172544969,1.2961655536229386,0.16870956167156076,0.4562636028560248
,,,,,,,,,,,,
7.594294705381326,0.037277853008543874,0.9148486107106132,25.827972237429073,440.4575298337341,5.063847836546526,1.726598189307492,10.607145834914906,36.8459752957938,9.725141633860373,1.443381311541028,0.6188970996108003,1.1638863082004156
7.785549737642976,0.513965599188334,0.6171766945523919,21.026509232407587,333.6580137311869,20.356666585484522,11.041994554833881,15.206464856843168,1.448778396315679,12.787760245855667,10.419120501304793,0.6702175467146708,0.2068203799415903
8.629958446414577,0.20677173429500656,1.0399352029087192,15.675222047672596,763.48187189388,24.199659094089228,3.437456684363222,19.135770973233903,2.1579436263145206,8.969890516097625,4.33946227001511,3.5486597905978328,0.9406903807104938
8.833398092196644,0.1565190112015791,0.4320932016667931,34.31133991081989,116.30385850373754,12.531083584023488,8.587222498083435,18.275948672791507,12.222724631580267,2.2955782654889325,2.148601395992625,0.6760996674634075,0.7818682008971141
5.175482885180083,0.04883377352103821,0.48470288311586046,74.71343806400264,138.85379882041252,1.765401116891956,2.725774682660682,20.981445922919256,44.66717039489879,16.465327633029485,1.1536919345751726,0.47439972484428605,0.5893198785994792
8.62839494403064,0.14806639458521423,0.6058364719425345,12.940123143364966,219.1731104866809,9.371695506754405,2.9372680919934258,19.527484743793305,2.899716023423198,5.283222681418966,0.4487709031869555,0.8612950100343958,0.5106469068340516
8.90407628025708,0.12425901155006469,0.9793421718211062,66.87341952761953,179.9233415241088,24.639464791614632,5.287250461538057,6.748216083371168,1.7100171278816219,4.447816778564871,0.9407353328407004,0.31541808534953913,0.7220267942386513
7.448321016642056,0.1334056278214637,0.5698900959295116,37.13021868186405,120.65911770651086,4.3271269779067305,1.208340181961931,21.53195966186044,5.3786160741978595,15.199963379690525,0.7709557757058878,1.5198216201962824,0.8967727012388267
,,,,,,,,,,,,
5.091297607941496,0.05362660438975687,0.22657258977927092,37.47804634104065,97.87112348288822,2.3647166378394653,0.7626363639887492,25.610636429550382,-2.2006477965474245,7.729754180920154,1.3906243291720566,0.5361475557020626,0.38860441279391766
8.595831880491223,0.1334647591915119,0.554235565148173,13.289388704328676,304.3722668110589,16.52075511244851,5.138976352764367,18.477824520198116,17.16127843971714,3.28454697933026,1.0332871958884875,0.12236059589365153,0.2080396199827813
8.473083377509003,0.14756722354867585,0.33745083509051277,10.222363303938103,508.3442537051511,,26.19166578157421,14.298337321126622,2.940723666927851,3.332062048840024,1.2813684744534022,0.19573580887884845,0.7681843720397484
8.731536063286743,0.16292764583968974,0.6152795356846159,15.49659655962698,241.10790614144514,8.370378374212507,3.0812117024091408,19.116876450580012,5.915514426604825,4.001943314745637,0.5036484132671405,0.9209173401872262,0.501212061034651
6.74568282104779,0.08529460432976468,1.2963959227024697,4.8679981021263945,327.576835117488,20.742094834707405,2.895640717034775,8.23481698398976,31.505486722470295,21.62892024712898,6.192024008783974,0.4263844428084323,0.6681708820345362
8.133202160770109,0.15528435022258794,0.2998339859037603,6.826149720861594,195.38108524603012,11.731771695091927,4.108040453671609,42.62712839733199,3.187194050403308,0.5982868066440012,1.0448224786345652,0.3124491476117874,0.7041956093613473
5.0619868327934565,0.06714421356633223,0.7821233003026219,28.5014724936862,308.5523130069382,3.292561858148824,1.3706271427407983,16.544355072249996,36.14856500610234,23.720725976414602,1.3547953334703444,0.10031181854035826,0.47187503127338853
